name;id
Beklædning, brandgips 15 mm;28185835-607b-5336-bb15-b10f3eb840e5
Beklædning, brandgips 20 mm;30e482eb-3d82-5157-9835-05d8be72daec
Beklædning, brandgips 25 mm;52abdc1a-0502-50d0-93cf-f37125f18be6
Beklædning, brandgips 30 mm;04427dd1-4748-5000-9ad5-a7a9f4e65d58
Betonbjælke, KB 580/180 (til 180 mm huldæk);8c46b61a-51fb-568f-b1bd-07dbf5b4d359
Betonbjælke, KB 620/220 (til 220 mm huldæk);6f1e747b-3f76-4c56-9a00-f4eec0a6a846
Betonbjælke, KB 820/220 (til 220 mm huldæk);46b81d6f-3fb4-41fb-9699-7bb37ea578b5
Betonbjælke, KB 820/320 (til 320 mm huldæk);8f865d3f-9469-5185-a5a2-e254010b499b
Betonbjælke, KBE 580/180 (til 180 mm huldæk);8f0fb09c-2a2b-5e37-8c85-a5ca31fa7284
Betonbjælke, KBE 620/220 (til 220 mm huldæk);8a999f3e-1a76-418f-9b36-1675862c1bc8
Betonbjælke, KBE 820/220 (til 220 mm huldæk);ab2f7793-4f55-4552-8ce7-dee2df63facf
Betonbjælke, KBE 820/320 (til 320 mm huldæk);1d367c91-b301-564e-9411-c98ef8353b30
Betonbjælke, RB 180/480 mm;b28b75e6-d7b2-4f33-a555-7888be1e5147
Betonbjælke, RB 240/540 mm;3cae26e6-d0c3-42e1-9dd8-43adc28c04f0
Betonbjælke, RB 300/600 mm;3d298293-2968-44a1-b4aa-4f5ac2b7cbe0
Betonbjælke, RB 360/660 mm;51282f58-4871-4a02-b945-2c41be393fda
Betonbjælke, RB 420/720 mm;7cd85c93-b8f6-4482-af18-8b6b015387d3
Betonbjælke, RB 500/840 mm;642fb3fb-9bb0-4b17-b569-8119971457cc
Bjælker, konstruktionstræ 100/150;5295bb55-43be-4afa-987b-8a30a4c08e75
Bjælker, konstruktionstræ 100/200;2856465b-af79-49bb-894e-ac9a31664849
Bjælker, konstruktionstræ 150/150;94b69a9b-0f53-4fa3-a91e-8bf9375c1915
Bjælker, konstruktionstræ 200/200;61bae858-70dd-4f35-b4fc-56b9d9d8503a
Bjælker, konstruktionstræ 45/145;724eb60b-59d7-5131-a107-26bfa65b6461
Bjælker, konstruktionstræ 45/195;9ce15404-56eb-5471-a4ea-9e9f19f64b4f
Bjælker, konstruktionstræ 45/220;dc57e04f-c393-5a1a-9b7b-41d6928d2c3b
Bjælker, konstruktionstræ 45/245;f87fab12-c783-43fb-8344-7907d51b77e6
Bjælker, konstruktionstræ 45/295;1ff3f53a-ef78-474c-b96c-8da9c381c067
Bjælker, konstruktionstræ 45/340;4647a407-e6af-49f1-a491-3e2c57e224d8
Bjælker, konstruktionstræ 45/95;9e4f1215-e96c-5954-904f-dbf654573867
Bjælker, konstruktionstræ 75/150;9458f55a-17de-4384-9a84-c1ec3601a7c0
Bjælker, konstruktionstræ 75/200;21398c9f-45b7-4ce9-8d64-2203f8731b03
Bjælker, konstruktionstræ 75/225;d5947f9e-8195-4f74-aff7-e8dd69e441e2
Bjælker, stål IPE 100;cf2d8b27-f663-5238-a3a5-bb8cc32e6c76
